"FilingID","Reference ID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1944106,4172,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4487,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4488,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4489,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4490,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4491,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4497,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4507,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4508,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4509,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4510,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4511,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4517,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1944106,4519,"","KAYNE ANDERSON CAPITAL ADVISORS LP",104536,08/15/1994,,"1800 AVENUE OF THE STARS","3RD FL","LOS ANGELES","CA","United States","90067","N","GENERAL PARTNER OR MANAGING MEMBER OR EQUIVALENT OF THE RELYING ADVISER"
1940588,2271,"EDELSTEIN, ROBERT, BENJAMIN","",5582141,12/02/2016,,"11111 SANTA MONICA BLVD. SUITE 2100","","LOS ANGELES","CA","United States","90025","N","MR. EDELSTEIN IS AN AUTHORIZED SIGNATORY FOR THIS ENTITY."
1940588,7841,"EDELSTEIN, ROBERT, BENJAMIN","",5582141,07/24/2020,,"11111 SANTA MONICA BLVD. SUITE 2100","","LOS ANGELES","CA","United States","90025","N","MR. EDELSTEIN IS AN AUTHORIZED SIGNATORY FOR THIS ENTITY."
1940588,9370,"EDELSTEIN, ROBERT, BENJAMIN","",5582141,04/14/2021,,"11111 SANTA MONICA BLVD.","SUITE 2100","LOS ANGELES","CA","United States","90025","N","MR. EDELSTEIN IS AN AUTHORIZED SIGNATORY FOR THIS ENTITY."
1940588,9371,"EDELSTEIN, ROBERT, BENJAMIN","",5582141,04/05/2021,,"11111 SANTA MONICA BLVD.","SUITE 2100","LOS ANGELES","CA","United States","90025","N","MR. EDELSTEIN IS AN AUTHORIZED SIGNATORY FOR THIS ENTITY."
1940588,12279,"EDELSTEIN, ROBERT, BENJAMIN","",5582141,07/24/2020,,"11111 SANTA MONICA BLVD. SUITE 2100","","LOS ANGELES","CA","United States","90025","N","MR. EDELSTEIN IS AN AUTHORIZED SIGNATORY FOR THIS ENTITY."
1948209,1872,"RERISI, MEREDITH, LEIGH","",5113008,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MS. RERISI IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HER PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MS. RERISI IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
1948209,1872,"SMITH, MATTHEW, MICHAEL","",5113004,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. SMITH IS A MANAGING DIRECTOR OF ABBOTT CAPITAL  MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. SMITH IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
1948209,1872,"MALONEY, TIMOTHY, WILLIAM","",5770409,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. MALONEY IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. MALONEY IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
1948209,1872,"LEE, YOUNG, NMN","",3103400,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. LEE IS A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC,  THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. LEE IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
1948209,1872,"PANGBURN, LEONARD, C.","",6622612,03/01/2019,,"C/O ABBOTT CAPITAL MANAGEMENT, LLC","640 FIFTH AVENUE, 7TH FLOOR","NEW YORK","NY","United States","10019","N","MR. PANGBURN IS PRESIDENT AND A MANAGING DIRECTOR OF ABBOTT CAPITAL MANAGEMENT, LLC, THE RELYING ADVISER'S PARENT COMPANY. BY VIRTUE OF HIS PERCENTAGE OWNERSHIP IN THE PARENT COMPANY, MR. PANGBURN IS CONSIDERED A CONTROLLER OF THE RELYING ADVISER UNDER FCA RULES."
1954154,5621,"POEHL, MORITZ, KARL ULRICH","",5762982,08/01/2016,,"1290 AVENUE OF THE AMERICAS 34TH FLOOR","","NEW YORK","NY","United States","10104","N","MEMBER OF EVERSIDE GP, LLC"
1954154,5621,"KIRK, NATHANIEL, THAYER","",4871025,08/01/2016,,"1290 AVENUE OF THE AMERICAS 34TH FLOOR","","NEW YORK","NY","United States","10104","N","MEMBER OF EVERSIDE GP, LLC"
1937441,5956,"BROWN, KARA, JANICE","",5030561,01/01/2023,06/17/2024,"ONE BEACON STREET, 28TH FLOOR","","BOSTON","MA","United States","02108","N","DIRECTOR"
1937441,5956,"WILLIAMS, MICHAEL","",7681946,01/01/2023,,"31 ST. GEORGE STREET","1ST FLOOR","LONDON","","United Kingdom","W1S 2FJ","N","DIRECTOR"
1937441,5956,"BERNARD, ALISON, MARIE","",6127938,01/22/2024,06/17/2024,"ONE BEACON STREET, 28TH FLOOR","","BOSTON","MA","United States","02108","N","DIRECTOR"
1937441,5956,"Harvey, Justin, Stone","",7509148,03/06/2025,,"31 ST. GEORGE STREET","1ST FLOOR","LONDON","","United Kingdom","W1S 2FJ","N","DIRECTOR"
1937441,8204,"BROWN, KARA, JANICE","",5030561,03/05/2020,,"ONE BEACON STREET","SUITE 2800","BOSTON","MA","United States","02108","N","DIRECTOR"
1937441,8204,"BOX, SALLY, ADELE","",5478914,03/05/2020,,"66 HUNTER STREET","SUITE 5, LEVEL 6","SYDNEY","","Australia","NSW 2000","N","DIRECTOR"
1937441,8204,"BERNARD, ALISON, MARIE","",6127938,03/01/2024,,"ONE BEACON STREET, 28TH FLOOR","","BOSTON","MA","United States","02108","N","DIRECTOR"
1937441,9317,"Harvey, Justin, Stone","",7509148,01/01/2022,,"31 ST. GEORGE STREE","1ST FLOOR","LONDON","","United Kingdom","W1S 2FJ","N","DIRECTOR"
