"FilingID","Initial/Amended","11.A(1)","11.A(2)","11.B(1)","11.B(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Organization","Court","Date First Charged","Charged Date Exact","First Charged Explanation","Event Detail","Felony","Status","Status Date","Status Date Exact","Status Date Explanation","Disposition","Summary"
1993802,"AMENDED","","Y","","","Affiliates","1722717","","","","","Y","","","","","","","","","","","","",""
1994829,"AMENDED","","","Y","","Affiliates","1723361","","","","","Y","","","","","","","","","","","","",""
1999397,"AMENDED","","Y","","","Affiliates","1727806","Y","","","","N","","UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK","12/19/2012","N","THE INDICTMENT WAS RETURNED ON 19 DECEMBER 2012. OTTO HUEPPI DID NOT RECEIVE NOTICE OF THE INDICTMENT AND BECAME AWARE OF IT ONLY THROUGH MEDIA REPORTS. THERE HAS BEEN NO DISPOSTION OF THE CHARGE.","OTTO HUEPPI WAS CHARGED ON 19 DECEMBER 2012 BY A FEDERAL GRAND JURY WITH ONE COUNT OF CONSPRIACY IN VIOLATION OF 18 US CODE SECTION 371 (UNITED STATES V. STEPHEN FELLMANN, ET. AL., UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK, 12 CR.00962 (JPO)). NO PLEA HAS BEEN ENTERED TO THIS FELONY CHARGE, WHICH IS UNRELATED TO THE BUSINESS OF SWISS AMERICAN ADVISORS LTD.","Y","Pending","","","","THERE IS NO DISPOSITION","PLEASE REFER TO THE INDICMENT FOR A DESCRIPTION OF ITS ALLEGATIONS"
2001461,"AMENDED","","","Y","","Affiliates","1729997","","","","","Y","","","","","","","","","","","","",""
2002282,"AMENDED","","","Y","","Affiliates","1730512","","","","","Y","","","","","","","","","","","","",""
2005657,"AMENDED","Y","","","","Affiliates","1733728","","","","","Y","","","","","","","","","","","","",""
2006235,"AMENDED","Y","","","","Affiliates","1734300","","","","","Y","","","","","","","","","","","","",""
2006740,"INITIAL","Y","Y","","","Affiliates","1735077","","","","","N","","DOCKET CITATION IS:  UNITED STATES V. MANUEL HENRIQUEZ, NO. 19-10080-NMG (D.MASS.)  JUDGE: NATHANIEL M. GORTON  FILED IN THE U.S. DISTRICT COURT FOR THE DISTRICT OF MASSACHUSETTS","03/11/2019","N","THE FIRST INDICTMENTS IN OPERATION VARSITY BLUES SCANDAL WERE ISSUED ON MARCH 11,2019, WHEN FEDERAL PROSECUTORS IN BOSTON BROUGHT CHARGES AGAINST MORE THAN 50 INDIVIDUALS IN THE WIDELY PUBLICIZED COLLEGE ADMISSIONS SCHEME  ORIGINAL INDICTMENT ISSUED: MARCH 11, 2019  SUPERSEDING INDICTMENT (ADDED MONEY LAUNDERING): APRIL 9, 2019  CHARGES INCLUDED: CONSPIRACY TO COMMIT MAIL AND WIRE FRAUD (HONEST SERVICES) AND NEW MONEY LAUNDERING CONSPIRACY COUNT UNDER 18 U.S.C. ?1956(H)","CHARGE 1: CONSPIRACY TO COMMIT WIRE FRAUD AND HONEST SERVICES WIRE FRAUD (18 U.S.C. ? 1349) (1 COUNT);  CHARGE 2: CONSPIRACY TO COMMIT MONEY LAUNDERING (18 U.S.C. ? 1956(H)) (1 COUNT); FELONY; GUILTY","Y","Final","04/30/2021","Y","","MR. HENRIQUEZ PLEADED GUILTY ON OCTOBER 21, 2019, TO CHARGES OF CONSPIRACY TO COMMIT MAIL AND WIRE FRAUD (HONEST SERVICES FRAUD) AND CONSPIRACY TO COMMIT MONEY LAUNDERING, AND LATER SENTENCED ON JULY 29, 2020, COMPLETING SENTENCE IN APRIL 2021   CHARGE 1: CONSPIRACY TO COMMIT WIRE FRAUD AND HONEST SERVICES WIRE FRAUD (18 U.S.C. ? 1349)  CHARGE 2: CONSPIRACY TO COMMIT MONEY LAUNDERING (18 U.S.C. ? 1956(H))  MR. HENRIQUEZ PLEADED GUILTY TO BOTH CHARGES IN OCTOBER 2019 IN THE U.S. DISTRICT COURT FOR THE DISTRICT OF MASSACHUSETTS AS PART OF THE OPERATION VARSITY BLUES PROSECUTION.  SENTENCING SUMMARY: MR. HENRIQUEZ WAS SENTENCED IN MARCH 2020 TO:  - 6 MONTHS IMPRISONMENT  - 2 YEARS SUPERVISED RELEASE  - $200,000 FINE  - 500 HOURS OF COMMUNITY SERVICE  MR. HENRIQUEZ BEGAN SERVING HIS PRISON SENTENCE ON OCTOBER 27, 2020 AND WAS RELEASED ON FEBRUARY 11, 2021. MR. HENRIQUEZ PAID HIS FINE ON AUGUST 13, 2020.","IN JUNE 2015, HENRIQUEZ PAID WILLIAM ""RICK"" SINGER TO HAVE A CORRUPT PROCTOR CORRECT HIS OLDER DAUGHTER'S ANSWERS ON THE SAT II SUBJECT TESTS IN AN EFFORT TO SECURE HER ADMISSION TO SELECTIVE COLLEGES AND UNIVERSITIES. IN OCTOBER 2015, HENRIQUEZ AGAIN PAID SINGER TO HAVE A THIRD PARTY CORRECT HIS OLDER DAUGHTER'S ANSWERS ON THE SAT EXAM. HENRIQUEZ PURSUED EXAM CHEATING THROUGH SINGER FOR HIS YOUNGER DAUGHTER ON THREE ADDITIONAL OCCASIONS IN 2016 AND 2017, ONCE IN HOUSTON, TEXAS AND TWICE IN LOS ANGELES, CALIF IN AN EFFORT TO SECURE HER ADMISSION TO SELECTIVE COLLEGES AND UNIVERSITIES. FINALLY, HENRIQUEZ PAID SINGER $400,000 TO FACILITATE HIS OLDER DAUGHTER'S ADMISSION TO GEORGETOWN UNIVERSITY AS A PURPORTED TENNIS RECRUIT, EVEN THOUGH SHE DID NOT PLAY TENNIS COMPETITIVELY. IN OCTOBER 2019, MR. HENRIQUEZ PLEADED GUILTY TO ONE COUNT OF CONSPIRACY TO COMMIT MAIL AND WIRE FRAUD AND HONEST SERVICES MAIL AND WIRE FRAUD AND ONE COUNT OF CONSPIRACY TO COMMIT MONEY LAUNDERING. ON JULY 29, 2020, MR. HENRIQUEZ WAS SENTENCED TO SIX MONTHS IN PRISON, TWO YEARS OF SUPERVISED RELEASE DURING WHICH TIME HE IS ORDERED TO CONDUCT 200 HOURS OF COMMUNITY SERVICE, AND ORDERED TO PAY A FINE OF $200,000. MR. HENRIQUEZ BEGAN SERVING HIS PRISON SENTENCE ON OCTOBER 27, 2020 AND WAS RELEASED ON FEBRUARY 11, 2021 TO COMPLETE HIS REMAINING SENTENCE UNDER HOME CONFINEMENT. MR. HENRIQUEZ PAID HIS FINE ON AUGUST 13, 2020. MR. HENRIQUEZ COMPLETED ALL OBLIGATIONS OF HIS SENTENCE IN APRIL 2021."
2007395,"AMENDED","","Y","","","Affiliates","1735833","","","","","Y","","","","","","","","","","","","",""
2007447,"AMENDED","","","","Y","Affiliates","1735855","","","","","Y","","","","","","","","","","","","",""
2007480,"AMENDED","","Y","","","Affiliates","1735858","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","","","Y","Advisory Firm","1735923","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","","","Y","Advisory Firm","1735933","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","","","Y","Affiliates","1735916","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","","Y","","Advisory Firm","1735929","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","","Y","Y","Affiliates","1735915","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735919","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735920","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735921","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735922","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735924","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735925","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735926","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735927","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735928","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735930","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735931","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Advisory Firm","1735932","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Affiliates","1447876","","","","","N","WACHOVIA BANK, N.A. (""WACHOVIA BANK""), WHICH MERGED WITH AND INTO WELLS FARGO BANK, N.A. ON MARCH 20, 2010 (HEREAFTER, ""WELLS FARGO BANK"" REFERS TO THE MERGED ENTITY).  WACHOVIA BANK WAS ENGAGED IN THE INVESTMENT-RELATED BUSINESS OF BANKING.  WELLS FARGO & COMPANY DIRECTLY AND INDIRECTLY OWNED ALL OUTSTANDING SHARES OF WACHOVIA BANK AT THE TIME THE CHARGE WAS BROUGHT AND DIRECTLY AND INDIRECTLY OWNS ALL OUTSTANDING SHARES OF WELLS FARGO BANK.  WELLS FARGO BANK IS OUR INDIRECT  PARENT.","U.S. DISTRICT COURT FOR THE SOUTHERN DISTRICT OF FLORDIA; CASE NO.10-20165","03/12/2010","Y","","WACHOVIA BANK WAS CHARGED WITH ONE FELONY COUNT FOR FAILING TO ESTABLISH AND MAINTAIN AN EFFECTIVE ANTI-MONEY LAUNDERING PROGRAM, IN VIOLATION OF TITLE 31, UNITED STATES CODE, SECTIONS 5318(H)(1) AND 5322(A).  WACHOVIA BANK ENTERED INTO A DEFERRED PROSECUTION AGREEMENT RELATING TO THE CHARGE IN LIEU OF ENTERING A PLEA.  THE CHARGE RELATED TO FOREIGN CORRESPONDENT BANKING SERVICES.","Y","Final","04/06/2011","Y","","WACHOVIA BANK ENTERED INTO A DEFERRED PROSECUTION AGREEMENT (""AGREEMENT"") WITH THE U.S. ATTORNEY'S OFFICE AND THE U.S. DEPARTMENT OF JUSTICE (COLLECTIVELY, THE ""UNITED STATES"") ON MARCH 16, 2010.  PURSUANT TO THE AGREEMENT, WACHOVIA BANK SETTLED CIVIL AND CRIMINAL FORFEITURE CLAIMS FOR THE AMOUNT OF $110 MILLION.  WACHOVIA BANK ALSO AGREED TO PAY A FINE OF $50 MILLION TO THE OFFICE OF THE COMPTROLLER OF THE CURRENCY (""OCC"").  THE FORFEITURE AND FINE WERE PAID ON OR BEFORE MARCH 21, 2010.  WACHOVIA BANK ALSO AGREED TO IMPLEMENT CERTAIN REMEDIAL ACTIONS AND TO ABIDE BY ANY ORDERS AND REGULATIONS OF THE OCC AND THE DEPARTMENT OF THE TREASURY, FINANCIAL CRIMES ENFORCEMENT NETWORK.  WELLS FARGO BANK AGREED TO BE BOUND BY THE TERMS AND CONDITIONS OF THE AGREEMENT FOLLOWING THE MERGER.  THE UNITED STATES AGREED THAT PROSECUTION OF WACHOVIA BANK BE DEFERRED FOR A PERIOD OF TWELVE MONTHS AND THAT, IF WELLS FARGO BANK IS IN COMPLIANCE IN ALL MATERIAL ASPECTS WITH ALL OF ITS OBLIGATIONS UNDER THE AGREEMENT, THE UNITED STATES, WITHIN THIRTY DAYS OF THE EXPIRATION OF THAT PERIOD, WOULD SEEK DISMISSAL WITH PREJUDICE OF THE CHARGE.  ON APRIL 6, 2011, THE UNITED STATES DISMISSED THE FELONY CHARGE FOR FAILING TO ESTABLISH AND MAINTAIN AN EFFECTIVE ANTI-MONEY LAUNDERING PROGRAM, IN VIOLATION OF TITLE 31, UNITED STATES CODE, SECTIONS 5318(H)(1) AND 5322(A).  THE UNITED STATES FOUND THAT WELLS FARGO BANK WAS IN COMPLIANCE IN ALL MATERIAL ASPECTS WITH ALL OF ITS OBLIGATIONS UNDER THE DEFERRED PROSECUTION AGREEMENT.","WACHOVIA BANK ENTERED INTO THE DEFERRED PROSECUTION AGREEMENT DESCRIBED IN 4, ABOVE, AS THE RESULT OF AN INVESTIGATION INTO WACHOVIA'S TRANSACTIONS WITH MEXICAN CURRENCY EXCHANGE HOUSES, COMMONLY KNOWN AS ""CASAS DE CAMBIO,"" FROM MAY 2003 THROUGH JUNE 2008.  WACHOVIA BANK WAS CHARGED WITH FAILING TO ESTABLISH AND MAINTAIN AN EFFECTIVE ANTI-MONEY LAUNDERING PROGRAM.  ON APRIL 6, 2011, THE UNITED STATES DISMISSED THE FELONY CHARGE FOR FAILING TO ESTABLISH AND MAINTAIN AN EFFECTIVE ANTI-MONEY LAUNDERING PROGRAM, IN VIOLATION OF TITLE 31, UNITED STATES CODE, SECTIONS 5318(H)(1) AND 5322(A).  THE UNITED STATES FOUND THAT WELLS FARGO BANK WAS IN COMPLIANCE IN ALL MATERIAL ASPECTS WITH ALL OF ITS OBLIGATIONS UNDER THE DEFERRED PROSECUTION AGREEMENT."
2007581,"AMENDED","","Y","","","Affiliates","1735911","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Affiliates","1735912","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Affiliates","1735913","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Affiliates","1735914","","","","","Y","","","","","","","","","","","","",""
2007581,"AMENDED","","Y","","","Affiliates","1735918","","","","","Y","","","02/14/2020","Y","","A) PRETRIAL, C)DUI AND CHILD ENDANGERMENT 1 COUNT, D) PLEAD NOT GUILTY FUTURE COURT DATE","Y","Pending","","","","","COUNTY ALLEGES I WAS DRIVING UNDER THE INFLUENCE OF ALCOHOL WITH MY 13 YEAR OLD DAUGHTER AND 12 YEAR OLD SON IN VEHICLE. I WILL BE PLEADING NOT GUILTY TO THIS CHARGE WHEN I ATTEND COURT. DUE TO CORONA VIRUS ALL COURT DATES HAVE BEEN POSTPONED UNTIL FURTHER NOTICE. PRESENTLY, I HAVE NOT BEEN TO MY FIRST COURT APPEARANCE. WAITING TO HEAR FROM COUNTY ON WHAT DATE COURT WILL BE RESET TO."
2007581,"AMENDED","Y","","","","Affiliates","1735917","","","","","Y","","","","","","","","","","","","",""
2007583,"AMENDED","","Y","","","Advisory Firm","1735945","","","","","Y","","","","","","","","","","","","",""
2007583,"AMENDED","","Y","","","Advisory Firm","1735946","","","","","Y","","","","","","","","","","","","",""
